,id,name,identifiers,neutral_formula,charge,charged_formula,neutral_mono_mass,SMILES,inchi
7900,cholp,Choline phosphate C5H13NO4P,"[['BIGG', 'cholp'], ['BIGG', 'cholp_m'], ['Reactome', 'R-ALL-1524071'], ['Reactome', 'R-ALL-1605750'], ['Reactome', 'R-ALL-1606280'], ['Reactome', 'R-ALL-1610735'], ['Reactome', 'R-ALL-194358'], ['Reactome', 'R-ALL-6814794'], ['KEGG', 'C00588'], ['CHEBI', '12720'], ['CHEBI', '13986'], ['CHEBI', '18132'], ['CHEBI', '23214'], ['CHEBI', '295975'], ['CHEBI', '3667'], ['CHEBI', '44707'], ['HMDB', 'HMDB00284'], ['HMDB', 'HMDB01565'], ['BioCyc', 'PHOSPHORYL-CHOLINE'], ['MetaNetX', 'MNXM229'], ['inchikey', 'YHHSONZFOIEMCP-UHFFFAOYSA-M'], ['SEED', 'cpd00457']]",,-1,C5H13NO4P,0.0,,
7901,pail160,Phosphatidylinositol(16:0/16:0),"[['BIGG', 'pail160'], ['BIGG', 'pail160_c']]",,0,,0.0,,
7902,pail4p160,1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/16:0),"[['BIGG', 'pail4p160'], ['BIGG', 'pail4p160_c']]",,0,,0.0,,
7903,pail4p160205n3,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail4p160205n3'], ['BIGG', 'pail4p160205n3_c']]",,0,,0.0,,
7904,pail1619Z160,Phosphatidylinositol(16:1(9Z)/16:0),"[['BIGG', 'pail1619Z160'], ['BIGG', 'pail1619Z160_c']]",,0,,0.0,,
7905,pail4p1619Z160,1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/16:0),"[['BIGG', 'pail4p1619Z160'], ['BIGG', 'pail4p1619Z160_c']]",,0,,0.0,,
7906,pail161,Phosphatidylinositol(16:1(9Z)/16:1(9Z)),"[['BIGG', 'pail161'], ['BIGG', 'pail161_c']]",,0,,0.0,,
7907,pail4p161,1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/16:1(9Z)),"[['BIGG', 'pail4p161'], ['BIGG', 'pail4p161_c']]",,0,,0.0,,
7908,pail1619Z205n3,"Phosphatidylinositol(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail1619Z205n3'], ['BIGG', 'pail1619Z205n3_c']]",,0,,0.0,,
7909,pail4p1619Z205n3,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail4p1619Z205n3'], ['BIGG', 'pail4p1619Z205n3_c']]",,0,,0.0,,
7910,pail205n3160,"Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","[['BIGG', 'pail205n3160'], ['BIGG', 'pail205n3160_c']]",,0,,0.0,,
7911,pail4p205n3160,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","[['BIGG', 'pail4p205n3160'], ['BIGG', 'pail4p205n3160_c']]",,0,,0.0,,
7912,pail4p205n3,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail4p205n3'], ['BIGG', 'pail4p205n3_c']]",,0,,0.0,,
7913,pail1619Z182n6,"Phosphatidylinositol(16:1(9Z)/18:2(9Z,12Z))","[['BIGG', 'pail1619Z182n6'], ['BIGG', 'pail1619Z182n6_c']]",,0,,0.0,,
7914,pail4p1619Z182n6,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/18:2(9Z,12Z))","[['BIGG', 'pail4p1619Z182n6'], ['BIGG', 'pail4p1619Z182n6_c']]",,0,,0.0,,
7915,pail4p182n6160,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/16:0)","[['BIGG', 'pail4p182n6160'], ['BIGG', 'pail4p182n6160_c']]",,0,,0.0,,
7916,pail4p182n6205n3,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail4p182n6205n3'], ['BIGG', 'pail4p182n6205n3_c']]",,0,,0.0,,
7917,pail45p160,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/16:0)","[['BIGG', 'pail45p160'], ['BIGG', 'pail45p160_c']]",,0,,0.0,,
7918,pail45p1601619Z,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/16:1(9Z))","[['BIGG', 'pail45p1601619Z'], ['BIGG', 'pail45p1601619Z_c']]",,0,,0.0,,
7919,pail4p1601619Z,1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/16:1(9Z)),"[['BIGG', 'pail4p1601619Z'], ['BIGG', 'pail4p1601619Z_c']]",,0,,0.0,,
7920,pail45p1619Z205n3,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail45p1619Z205n3'], ['BIGG', 'pail45p1619Z205n3_c']]",,0,,0.0,,
7921,pail45p205n3160,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","[['BIGG', 'pail45p205n3160'], ['BIGG', 'pail45p205n3160_c']]",,0,,0.0,,
7922,pail45p205n3,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail45p205n3'], ['BIGG', 'pail45p205n3_c']]",,0,,0.0,,
7923,pail45p1619Z182n6,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/18:2(9Z,12Z))","[['BIGG', 'pail45p1619Z182n6'], ['BIGG', 'pail45p1619Z182n6_c']]",,0,,0.0,,
7924,pail45p182_9_12,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/18:2(9Z,12Z))","[['BIGG', 'pail45p182_9_12'], ['BIGG', 'pail45p182_9_12_c']]",,0,,0.0,,
7925,pail4p182_9_12,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/18:2(9Z,12Z))","[['BIGG', 'pail4p182_9_12'], ['BIGG', 'pail4p182_9_12_c']]",,0,,0.0,,
7926,pail45p161,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/16:1(9Z))","[['BIGG', 'pail45p161'], ['BIGG', 'pail45p161_c']]",,0,,0.0,,
7927,pail45p205n31619Z,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))","[['BIGG', 'pail45p205n31619Z'], ['BIGG', 'pail45p205n31619Z_c']]",,0,,0.0,,
7928,pail4p205n31619Z,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))","[['BIGG', 'pail4p205n31619Z'], ['BIGG', 'pail4p205n31619Z_c']]",,0,,0.0,,
7929,pail45p182n6160,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/16:0)","[['BIGG', 'pail45p182n6160'], ['BIGG', 'pail45p182n6160_c']]",,0,,0.0,,
7930,pail45p182n61619Z,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/16:1(9Z))","[['BIGG', 'pail45p182n61619Z'], ['BIGG', 'pail45p182n61619Z_c']]",,0,,0.0,,
7931,pail4p182n61619Z,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/16:1(9Z))","[['BIGG', 'pail4p182n61619Z'], ['BIGG', 'pail4p182n61619Z_c']]",,0,,0.0,,
7932,pail45p205n3182n6,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","[['BIGG', 'pail45p205n3182n6'], ['BIGG', 'pail45p205n3182n6_c']]",,0,,0.0,,
7933,pail4p205n3182n6,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","[['BIGG', 'pail4p205n3182n6'], ['BIGG', 'pail4p205n3182n6_c']]",,0,,0.0,,
7934,pail3p1619Z160,1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/16:0),"[['BIGG', 'pail3p1619Z160'], ['BIGG', 'pail3p1619Z160_c']]",,0,,0.0,,
7935,pail3p161,1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/16:1(9Z)),"[['BIGG', 'pail3p161'], ['BIGG', 'pail3p161_c']]",,0,,0.0,,
7936,pail3p1619Z205n3,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail3p1619Z205n3'], ['BIGG', 'pail3p1619Z205n3_c']]",,0,,0.0,,
7937,pail160182n6,"Phosphatidylinositol(16:0/18:2(9Z,12Z))","[['BIGG', 'pail160182n6'], ['BIGG', 'pail160182n6_c']]",,0,,0.0,,
7938,pail3p160182n6,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/18:2(9Z,12Z))","[['BIGG', 'pail3p160182n6'], ['BIGG', 'pail3p160182n6_c']]",,0,,0.0,,
7939,pail3p160,1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/16:0),"[['BIGG', 'pail3p160'], ['BIGG', 'pail3p160_c']]",,0,,0.0,,
7940,pail3p160205n3,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail3p160205n3'], ['BIGG', 'pail3p160205n3_c']]",,0,,0.0,,
7941,pail3p205n3160,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","[['BIGG', 'pail3p205n3160'], ['BIGG', 'pail3p205n3160_c']]",,0,,0.0,,
7942,pail3p182n6160,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/16:0)","[['BIGG', 'pail3p182n6160'], ['BIGG', 'pail3p182n6160_c']]",,0,,0.0,,
7943,pail3p182n61619Z,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/16:1(9Z))","[['BIGG', 'pail3p182n61619Z'], ['BIGG', 'pail3p182n61619Z_c']]",,0,,0.0,,
7944,pail3p182n6205n3,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pail3p182n6205n3'], ['BIGG', 'pail3p182n6205n3_c']]",,0,,0.0,,
7945,pail3p205n3182n6,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","[['BIGG', 'pail3p205n3182n6'], ['BIGG', 'pail3p205n3182n6_c']]",,0,,0.0,,
7946,pail45p160182n6,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/18:2(9Z,12Z))","[['BIGG', 'pail45p160182n6'], ['BIGG', 'pail45p160182n6_c']]",,0,,0.0,,
7947,pe1401619Z,Phosphatidylethanolamine(14:0/16:1(9Z)),"[['BIGG', 'pe1401619Z'], ['BIGG', 'pe1401619Z_c']]",,0,,0.0,,
7948,pe140205n3,"Phosphatidylethanolamine(14:0/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pe140205n3'], ['BIGG', 'pe140205n3_c']]",,0,,0.0,,
7949,pe1601819Z,Phosphatidylethanolamine(16:0/18:1(9Z)),"[['BIGG', 'pe1601819Z'], ['BIGG', 'pe1601819Z_c']]",,0,,0.0,,
7950,pe1619Z140,Phosphatidylethanolamine(16:1(9Z)/14:0),"[['BIGG', 'pe1619Z140'], ['BIGG', 'pe1619Z140_c']]",,0,,0.0,,
7951,pe1619Z205n3,"Phosphatidylethanolamine(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pe1619Z205n3'], ['BIGG', 'pe1619Z205n3_c']]",,0,,0.0,,
7952,pa1619Z226n3,"1-9-hexadecenoyl-2-4,7,10,13,16,19-docosahexaenoyl-sn-glycerol-3-phosphate","[['BIGG', 'pa1619Z226n3'], ['BIGG', 'pa1619Z226n3_c']]",,0,,0.0,,
7953,pe180140,Phosphatidylethanolamine(18:0/14:0),"[['BIGG', 'pe180140'], ['BIGG', 'pe180140_c']]",,0,,0.0,,
7954,pe180160,Phosphatidylethanolamine(18:0/16:0),"[['BIGG', 'pe180160'], ['BIGG', 'pe180160_c']]",,0,,0.0,,
7955,pe1801619Z,Phosphatidylethanolamine(18:0/16:1(9Z)),"[['BIGG', 'pe1801619Z'], ['BIGG', 'pe1801619Z_c']]",,0,,0.0,,
7956,pe180226n3,"Phosphatidylethanolamine(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[['BIGG', 'pe180226n3'], ['BIGG', 'pe180226n3_c']]",,0,,0.0,,
7957,pe1819Z180,Phosphatidylethanolamine(18:1(9Z)/18:0),"[['BIGG', 'pe1819Z180'], ['BIGG', 'pe1819Z180_c']]",,0,,0.0,,
7958,pe205n3140,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)","[['BIGG', 'pe205n3140'], ['BIGG', 'pe205n3140_c']]",,0,,0.0,,
7959,pe226n3140,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)","[['BIGG', 'pe226n3140'], ['BIGG', 'pe226n3140_c']]",,0,,0.0,,
7960,pe226n3160,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)","[['BIGG', 'pe226n3160'], ['BIGG', 'pe226n3160_c']]",,0,,0.0,,
7961,pe226n3180,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)","[['BIGG', 'pe226n3180'], ['BIGG', 'pe226n3180_c']]",,0,,0.0,,
7962,pe1619Z182n6,"Phosphatidylethanolamine(16:1(9Z)/18:2(9Z,12Z))","[['BIGG', 'pe1619Z182n6'], ['BIGG', 'pe1619Z182n6_c']]",,0,,0.0,,
7963,pe180182n6,"Phosphatidylethanolamine(18:0/18:2(9Z,12Z))","[['BIGG', 'pe180182n6'], ['BIGG', 'pe180182n6_c']]",,0,,0.0,,
7964,pe182n6140,"Phosphatidylethanolamine(18:2(9Z,12Z)/14:0)","[['BIGG', 'pe182n6140'], ['BIGG', 'pe182n6140_c']]",,0,,0.0,,
7965,pe182n61819Z,"Phosphatidylethanolamine(18:2(9Z,12Z)/18:1(9Z))","[['BIGG', 'pe182n61819Z'], ['BIGG', 'pe182n61819Z_c']]",,0,,0.0,,
7966,pe1819Z182n6,"Phosphatidylethanolamine(18:1(9Z)/18:2(9Z,12Z))","[['BIGG', 'pe1819Z182n6'], ['BIGG', 'pe1819Z182n6_c']]",,0,,0.0,,
7967,pe160183n6,"Phosphatidylethanolamine(16:0/18:3(6Z,9Z,12Z))","[['BIGG', 'pe160183n6'], ['BIGG', 'pe160183n6_c']]",,0,,0.0,,
7968,pa180183n3,"1-octadecanoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate","[['BIGG', 'pa180183n3'], ['BIGG', 'pa180183n3_c']]",,0,,0.0,,
7969,pe205n3183n3,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))","[['BIGG', 'pe205n3183n3'], ['BIGG', 'pe205n3183n3_c']]",,0,,0.0,,
7970,pe226n3183n3,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))","[['BIGG', 'pe226n3183n3'], ['BIGG', 'pe226n3183n3_c']]",,0,,0.0,,
7971,pe140204n6,"Phosphatidylethanolamine(14:0/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'pe140204n6'], ['BIGG', 'pe140204n6_c']]",,0,,0.0,,
7972,pe160204n6,"Phosphatidylethanolamine(16:0/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'pe160204n6'], ['BIGG', 'pe160204n6_c']]",,0,,0.0,,
7973,pe182n6204n6,"Phosphatidylethanolamine(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'pe182n6204n6'], ['BIGG', 'pe182n6204n6_c']]",,0,,0.0,,
7974,pe205n3204n6,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'pe205n3204n6'], ['BIGG', 'pe205n3204n6_c']]",,0,,0.0,,
7975,pc140,Phosphatidylcholine(14:0/14:0),"[['BIGG', 'pc140'], ['BIGG', 'pc140_c']]",,0,,0.0,,
7976,pc1601619Z,Phosphatidylcholine(16:0/16:1(9Z)),"[['BIGG', 'pc1601619Z'], ['BIGG', 'pc1601619Z_c']]",,0,,0.0,,
7977,pc205n3160,"Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","[['BIGG', 'pc205n3160'], ['BIGG', 'pc205n3160_c']]",,0,,0.0,,
7978,pc226n3160,"Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)","[['BIGG', 'pc226n3160'], ['BIGG', 'pc226n3160_c']]",,0,,0.0,,
7979,1agpe140,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),"[['BIGG', '1agpe140'], ['BIGG', '1agpe140_c'], ['CHEBI', '84299'], ['CHEBI', '85215'], ['HMDB', 'HMDB11500'], ['LipidMaps', 'LMGP02050003'], ['BioCyc', 'CPD0-2147'], ['MetaNetX', 'MNXM32693'], ['inchikey', 'RPXHXZNGZBHSMJ-GOSISDBHSA-N'], ['SEED', 'cpd26431']]",,0,C19H40NO7P,0.0,,
7980,pe1401819Z,Phosphatidylethanolamine(14:0/18:1(9Z)),"[['BIGG', 'pe1401819Z'], ['BIGG', 'pe1401819Z_c']]",,0,,0.0,,
7981,1agpe160,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),"[['BIGG', '1agpe160'], ['BIGG', '1agpe160_c'], ['CHEBI', '73004'], ['CHEBI', '73134'], ['HMDB', 'HMDB11503'], ['LipidMaps', 'LMGP02050002'], ['BioCyc', 'CPD-8353'], ['MetaNetX', 'MNXM32511'], ['inchikey', 'YVYMBNSKXOXSKW-HXUWFJFHSA-N'], ['SEED', 'cpd25195']]",,0,C21H44NO7P,0.0,,
7982,pe1601619Z,Phosphatidylethanolamine(16:0/16:1(9Z)),"[['BIGG', 'pe1601619Z'], ['BIGG', 'pe1601619Z_c']]",,0,,0.0,,
7983,1agpe161,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),"[['BIGG', '1agpe161'], ['BIGG', '1agpe161_c'], ['MetaNetX', 'MNXM6601']]",,0,C21H42NO7P,0.0,,
7984,pe1619Z160,Phosphatidylethanolamine(16:1(9Z)/16:0),"[['BIGG', 'pe1619Z160'], ['BIGG', 'pe1619Z160_c']]",,0,,0.0,,
7985,1agpe181,1-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),"[['BIGG', '1agpe181'], ['BIGG', '1agpe181_c'], ['MetaNetX', 'MNXM9584']]",,0,C23H46NO7P,0.0,,
7986,1agpe205,"1-20:5(5Z,8Z,11Z,14Z,17Z)-2-lysophosphatidylethanolamine","[['BIGG', '1agpe205'], ['BIGG', '1agpe205_c']]",,0,,0.0,,
7987,pe205n3226n3,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[['BIGG', 'pe205n3226n3'], ['BIGG', 'pe205n3226n3_c']]",,0,,0.0,,
7988,1agpe226,"1-22:6(4Z,7Z,10Z,13Z,16Z,19Z)-2-lysophosphatidylethanolamine","[['BIGG', '1agpe226'], ['BIGG', '1agpe226_c']]",,0,,0.0,,
7989,1agpe182,"1-18:2(9Z,12Z)-2-lysophosphatidylethanolamine","[['BIGG', '1agpe182'], ['BIGG', '1agpe182_c']]",,0,,0.0,,
7990,pe205n3183n6,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))","[['BIGG', 'pe205n3183n6'], ['BIGG', 'pe205n3183n6_c']]",,0,,0.0,,
7991,pe160183n3,"Phosphatidylethanolamine(16:0/18:3(9Z,12Z,15Z))","[['BIGG', 'pe160183n3'], ['BIGG', 'pe160183n3_c']]",,0,,0.0,,
7992,pe180204n6,"Phosphatidylethanolamine(18:0/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'pe180204n6'], ['BIGG', 'pe180204n6_c']]",,0,,0.0,,
7993,pe1819Z204n6,"Phosphatidylethanolamine(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'pe1819Z204n6'], ['BIGG', 'pe1819Z204n6_c']]",,0,,0.0,,
7994,pc1619Z204n6,"Phosphatidylcholine(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'pc1619Z204n6'], ['BIGG', 'pc1619Z204n6_c']]",,0,,0.0,,
7995,pc1819Z204n6,"Phosphatidylcholine(18:1(9Z)/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'pc1819Z204n6'], ['BIGG', 'pc1819Z204n6_c']]",,0,,0.0,,
7996,pc226n3140,"Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)","[['BIGG', 'pc226n3140'], ['BIGG', 'pc226n3140_c']]",,0,,0.0,,
7997,pe140180,Phosphatidylethanolamine(14:0/18:0),"[['BIGG', 'pe140180'], ['BIGG', 'pe140180_c']]",,0,,0.0,,
7998,pe140182n6,"Phosphatidylethanolamine(14:0/18:2(9Z,12Z))","[['BIGG', 'pe140182n6'], ['BIGG', 'pe140182n6_c']]",,0,,0.0,,
7999,pe160180,Phosphatidylethanolamine(16:0/18:0),"[['BIGG', 'pe160180'], ['BIGG', 'pe160180_c']]",,0,,0.0,,
8000,pe160182n6,"Phosphatidylethanolamine(16:0/18:2(9Z,12Z))","[['BIGG', 'pe160182n6'], ['BIGG', 'pe160182n6_c']]",,0,,0.0,,
8001,pe160226n3,"Phosphatidylethanolamine(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[['BIGG', 'pe160226n3'], ['BIGG', 'pe160226n3_c']]",,0,,0.0,,
8002,pe1819Z140,Phosphatidylethanolamine(18:1(9Z)/14:0),"[['BIGG', 'pe1819Z140'], ['BIGG', 'pe1819Z140_c']]",,0,,0.0,,
8003,pe226n3205n3,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z))","[['BIGG', 'pe226n3205n3'], ['BIGG', 'pe226n3205n3_c']]",,0,,0.0,,
8004,tag1819Z1619Z1819Z,Triacylglycerol (18:1(9Z)/16:1(9Z)/18:1(9Z)),"[['BIGG', 'tag1819Z1619Z1819Z'], ['BIGG', 'tag1819Z1619Z1819Z_c']]",,0,,0.0,,
8005,tag1819Z160160,Triacylglycerol (18:1(9Z)/16:0/16:0),"[['BIGG', 'tag1819Z160160'], ['BIGG', 'tag1819Z160160_c']]",,0,,0.0,,
8006,tag160160182n6,"Triacylglycerol (16:0/16:0/18:2(9Z,12Z))","[['BIGG', 'tag160160182n6'], ['BIGG', 'tag160160182n6_c']]",,0,,0.0,,
8007,tag182n6205n3182n6,"Triacylglycerol (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","[['BIGG', 'tag182n6205n3182n6'], ['BIGG', 'tag182n6205n3182n6_c']]",,0,,0.0,,
8008,tag160140160,Triacylglycerol (16:0/14:0/16:0),"[['BIGG', 'tag160140160'], ['BIGG', 'tag160140160_c']]",,0,,0.0,,
8009,tag226n3205n3204n6,"Triacylglycerol (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'tag226n3205n3204n6'], ['BIGG', 'tag226n3205n3204n6_c']]",,0,,0.0,,
8010,tag226n3205n3226n3,"Triacylglycerol (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[['BIGG', 'tag226n3205n3226n3'], ['BIGG', 'tag226n3205n3226n3_c']]",,0,,0.0,,
8011,tag140205n3183n6,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))","[['BIGG', 'tag140205n3183n6'], ['BIGG', 'tag140205n3183n6_c']]",,0,,0.0,,
8012,12dgr1601619Z,"1,2-Diacyl-sn-glycerol(16:0/16:1(9Z))","[['BIGG', '12dgr1601619Z'], ['BIGG', '12dgr1601619Z_c']]",,0,,0.0,,
8013,tag1601619Z183n6,"Triacylglycerol (16:0/16:1(9Z)/18:3(6Z,9Z,12Z))","[['BIGG', 'tag1601619Z183n6'], ['BIGG', 'tag1601619Z183n6_c']]",,0,,0.0,,
8014,tag140205n3226n3,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[['BIGG', 'tag140205n3226n3'], ['BIGG', 'tag140205n3226n3_c']]",,0,,0.0,,
8015,tag140205n3204n6,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))","[['BIGG', 'tag140205n3204n6'], ['BIGG', 'tag140205n3204n6_c']]",,0,,0.0,,
8016,tag140205n3140,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/14:0)","[['BIGG', 'tag140205n3140'], ['BIGG', 'tag140205n3140_c']]",,0,,0.0,,
8017,tag1819Z1601619Z,Triacylglycerol (18:1(9Z)/16:0/16:1(9Z)),"[['BIGG', 'tag1819Z1601619Z'], ['BIGG', 'tag1819Z1601619Z_c']]",,0,,0.0,,
8018,tag160205n3226n3,"Triacylglycerol (16:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","[['BIGG', 'tag160205n3226n3'], ['BIGG', 'tag160205n3226n3_c']]",,0,,0.0,,
8019,tag160205n3182n6,"Triacylglycerol (16:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))","[['BIGG', 'tag160205n3182n6'], ['BIGG', 'tag160205n3182n6_c']]",,0,,0.0,,
8020,tag1819Z1619Z1619Z,Triacylglycerol (18:1(9Z)/16:1(9Z)/16:1(9Z)),"[['BIGG', 'tag1819Z1619Z1619Z'], ['BIGG', 'tag1819Z1619Z1619Z_c']]",,0,,0.0,,
8021,tag1619Z204n61619Z,"Triacylglycerol (16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))","[['BIGG', 'tag1619Z204n61619Z'], ['BIGG', 'tag1619Z204n61619Z_c']]",,0,,0.0,,
8022,tag1601619Z160,Triacylglycerol (16:0/16:1(9Z)/16:0),"[['BIGG', 'tag1601619Z160'], ['BIGG', 'tag1601619Z160_c']]",,0,,0.0,,
